Timestamp	Process	TID	Area	Category	EventID	Level	Message	Correlation
09/26/2016 01:45:39.251 	com.microsoft.Office365ServiceV2	0xb0081000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	bbpzs	Information 	FlightNumberlineInfo {"FlightNumberlineInfo": "preallocation=userbasedstrategy", "LockType": 2, "ECSConfigs": "P-R-18363-1-8,P-R-18651-3-7,P-R-18351-2-4,P-R-19279-1-3,P-R-19354-1-3"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.603 	com.microsoft.Office365ServiceV2	0xb0197000	                        com.microsoft.Office365ServiceV2	WebServiceApi	ayvua	Information 	[ServiceRequestHelper] ProcessRequest {"Message": "Request was Successfully processed", "RequestId": 1, "HttpStatusCode": 200}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.623 	com.microsoft.Office365ServiceV2	0xb0081000	                        com.microsoft.Office365ServiceV2	Identity SharedCred Client	a9iej	Information 	[SharedCred] LoadAllCreds {"Message": "Loading stored credentials for prefix.", "CredType": "live:cid="}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.623 	com.microsoft.Office365ServiceV2	0xb0081000	                        com.microsoft.Office365ServiceV2	Identity Authentication Client	awuur	Information 	[IdentityManager] AreCredsDifferent {"Message": "Background Tasks with differences.", "IdentityProvider": "LiveId", "Size": 0}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.623 	com.microsoft.Office365ServiceV2	0xb0081000	                        com.microsoft.Office365ServiceV2	Identity SharedCred Client	a9iej	Information 	[SharedCred] LoadAllCreds {"Message": "Loading stored credentials for prefix.", "CredType": "ADAL:"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.623 	com.microsoft.Office365ServiceV2	0xb0629000	                        com.microsoft.Office365ServiceV2	IdentityADALClient	a0kaz	Information 	[ADALLibrary] InitIdentities {"Message": "Initializing ADAL identities."}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.623 	com.microsoft.Office365ServiceV2	0xb0081000	                        com.microsoft.Office365ServiceV2	Identity Authentication Client	awuu4	Information 	[IdentityManager] ReloadIdentities {"Message": "Reloading identities for identity provider.", "IdentityProvider": "ADAL"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.624 	com.microsoft.Office365ServiceV2	0xb0081000	                        com.microsoft.Office365ServiceV2	Identity Authentication Client	awuu6	Information 	[IdentityManager] ReloadIdentities {"Message": "Skipping initialization of identities from creds for provider.", "IdentityProvider": "ADAL"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.624 	com.microsoft.Office365ServiceV2	0xb0081000	                        com.microsoft.Office365ServiceV2	Identity Authentication Client	awuu4	Information 	[IdentityManager] ReloadIdentities {"Message": "Reloading identities for identity provider.", "IdentityProvider": "SSPI"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.624 	com.microsoft.Office365ServiceV2	0xb0081000	                        com.microsoft.Office365ServiceV2	Identity SharedCred Client	a9iej	Information 	[SharedCred] LoadAllCreds {"Message": "Loading stored credentials for prefix.", "CredType": "SSPI:"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
